voyage_id	vessel_name	flag	place_of_slave_purchase	place_of_slave_disembarkation	total_embarked	total_disembarked	year_of_arrival	percent_men	percent_women	percent_children	captain's_name	resistance_label
100334	William	Great Britain	Barbados, port unspecified	Charleston	7	6	1755				Kent, Ebenezer	
100335	Endeavour	Great Britain	Georgia, port unspecified	Charleston	7	6	1755				Cunningham (a) Coningham, David	
100336	Dobb	Great Britain	Antigua, port unspecified	Charleston	13	12	1755				Hall, Philip	
100337	Olive Branch	Great Britain	Antigua, port unspecified	Charleston	52	50	1755			0	Hunt, Thomas	
100338	 	Great Britain	Antigua, port unspecified	Charleston	5	4	1755				Gordon	
100339	Elizabeth[?]	Great Britain	New York	Charleston	2	1	1755				McGinray [Alexander McGillivray?]	
100340	George	Great Britain	Barbados, port unspecified	Charleston	49	48	1755				Gilchrist, James	
100341	America	Great Britain	Barbados, port unspecified	Charleston	36	35	1755				Jefferson, Benjamin	
100342	Alexander	Great Britain	Philadelphia	Charleston	6	5	1755				Ford, John	
100343	Margaret and Mary	Great Britain	Antigua, port unspecified	Charleston	23	22	1755				Gordon, James	
100344	Jacky and Peggy	Great Britain	Antigua, port unspecified	Charleston	7	6	1755				Dunbar, James	
100345	Gambia	Great Britain	Barbados, port unspecified	Charleston	15	13	1755	0.46153846	0.3846154	0.15384616	Dodson, Robert	
100346	Adventure	Great Britain	Antigua, port unspecified	Charleston	47	46	1756				Druitt, Joseph	
100347	Brislington	Great Britain	Antigua, port unspecified	Charleston	8	8	1756	1	0	0	Whitborn, John	
100348	Africa	Great Britain	Antigua, port unspecified	Charleston	25	24	1755	0.083333336	0.5833333	0.33333334	Vining, William	
100349	Dobb	Great Britain	Antigua, port unspecified	Charleston	36	35	1755				Hall, Philip	
100350	Endeavour	Great Britain	Curacao	Charleston	8	7	1755				Seymour, James	
100351	 	Great Britain	Anguilla, port unspecified	Charleston	7	6	1753				Peniston	
100352	 	Great Britain	Anguilla, port unspecified	Charleston	4	3	1753				Robinson	
100353	Relief	Great Britain	Barbados, port unspecified	Charleston	146	140	1756				Lightbourn, William	
100354	 	Great Britain	Charleston	Georgetown	9	9	1756					
100355	Georgia Packet	Great Britain	Antigua, port unspecified	Charleston	5	4	1756				Marshall, Alexander	
100356	 	Great Britain	Antigua, port unspecified	Charleston	18	17	1755				Pitt	
100357	Tryall	Great Britain	Antigua, port unspecified	Charleston	14	13	1755				Jones, Robert	
100358	 	Great Britain	Jamaica, port unspecified	Charleston	10	9	1755				Neale	
100359	 	Great Britain	Antigua, port unspecified	Charleston	17	16	1755				Gilbert	
100360	 	Great Britain	St. Eustatius	Charleston	19	18	1755				Juder	
100361	Schrives (a) Screven	Great Britain	Curacao	Charleston	7	7	1755				Sikker (a) Sinclair, Daniel	
100362	Whitieg	Great Britain	Virginia, port unspecified	Charleston	7	6	1756				Wallington, William	
100363	 	Great Britain	Rhode Island, port unspecified	Charleston	7	6	1756				Frip	
100364	Nancy	Great Britain	Barbados, port unspecified	Charleston	28	27	1757				Dickinson, Flor.	
100365	Katherine	Great Britain	Barbados, port unspecified	Charleston	31	30	1757				Hayes, James	
100366	Hannah	Great Britain	Barbados, port unspecified	Charleston	204	200	1757				Cornish, Andrew	
100367	Thomas and Sarah	Great Britain	Barbados, port unspecified	Charleston	110	108	1757				Judkins, Stephen	
100368	Bahamian	Great Britain	Antigua, port unspecified	Charleston	6	5	1757				Seers, David	
100369	Loudoun	Great Britain	Virginia, port unspecified	Charleston	7	6	1757				Ouile (a) Curle, Samuel	
100370	Phoenix	Great Britain	Barbados, port unspecified	Charleston	3	2	1757				Burrows, William	
100371	Hope	Great Britain	Antigua, port unspecified	Charleston	72	70	1757				Rolland, Alexander	
100372	Helena	Great Britain	Antigua, port unspecified	Charleston	46	45	1757				Joell, William	
100374	Lindo Packett	Great Britain	Barbados, port unspecified	Charleston	50	49	1757				Young, Alexander	
100375	Lovely Martha	Great Britain	Montserrat, port unspecified	Charleston	7	6	1758				Porter, George	
100376	Catherine	Great Britain	Jamaica, port unspecified	Charleston	3	2	1758				Lonsdale, Thomas	
100377	Polly and Fanny	Great Britain	St. Kitts, port unspecified	Charleston	33	32	1758				Lyell	
100378	Two Brothers	Great Britain	Montserrat, port unspecified	Charleston	8	7	1758				Nicholls, John	
100379	Three Sisters	Great Britain	Antigua, port unspecified	Charleston	14	13	1758				Hall, Robert	
100380	Edinburgh	Great Britain	Antigua, port unspecified	Charleston	2	1	1758				Duncan, Walter	
100381	Spy	Great Britain	St. Kitts, port unspecified	Charleston	86	84	1758				Browne, John	
100382	Jolly Robin	Great Britain	Jamaica, port unspecified	Charleston	29	28	1758				Beck, Daniel	
100383	Little Jemmy	Great Britain	St. Kitts, port unspecified	Charleston	17	16	1758				Shortridge, Samuel	
100384	Catherine and Ann	Great Britain	Antigua, port unspecified	Charleston	29	28	1758				Wood, Horatio	
100385	 	Great Britain	Philadelphia	Charleston	2	1	1758				North	
100386	 	Great Britain	Providence	Charleston	2	1	1758				Gould	
100387	 	Great Britain	Antigua, port unspecified	Charleston	7	6	1758				Ross	
100388	 	Great Britain	Barbados, port unspecified	Charleston	2	1	1758				Dickinson	
100389	 	Great Britain	New York	Charleston	2	1	1759				Stoddard	
100390	Mary	Great Britain	Antigua, port unspecified	Charleston	3	2	1759				Newbold, Sam	
100391	Sam and Robert	Great Britain	Antigua, port unspecified	Charleston	29	28	1759				Conner, James	
100392	Union	Great Britain	Providence	Charleston	85	83	1759				Chatfield, John	
100393	 	Great Britain	Barbados, port unspecified	Charleston	3	2	1759				Dickinson	
100394	Polly and Betsey	Great Britain	Barbados, port unspecified	Charleston	204	200	1759				Graham, John	
100395	John	Great Britain	Antigua, port unspecified	Charleston	11	10	1760				Ross, John	
100396	 	Great Britain	Antigua, port unspecified	Charleston	18	17	1759				Hutton	
100397	 	Great Britain	St. Kitts, port unspecified	Charleston	14	13	1759				Nelmes, Thomas	
100398	Unity	Great Britain	Rhode Island, port unspecified	Charleston	5	4	1760				Northam, John	
100399	Betsey	Great Britain	Jamaica, port unspecified	Charleston	10	9	1760				Moore, Reuben	
100400	Polly and Nancy	Great Britain	St. Croix	Charleston	6	5	1760				Ogilvie, James	
100401	Amherst	Great Britain	St. Kitts, port unspecified	Charleston	41	40	1761				Lyell, Lorrain	
100402	 	Great Britain	St. Eustatius	Charleston	9	8	1760				Harriot	
100403	 	Great Britain	Providence	Charleston	3	2	1761				Roberts	
100404	 	Great Britain	Guadeloupe, port unspecified	Charleston	9	8	1761				Gillis	
100405	 	Great Britain	Georgia, port unspecified	Charleston	20	19	1761				Martin	
100406	 	Great Britain	St. Kitts, port unspecified	Charleston	3	2	1761				George	
100407	Three Brothers	Great Britain	St. Kitts, port unspecified	Charleston	3	2	1762				Clay, Robert	
100408	 	Great Britain	Virginia, port unspecified	Charleston	3	2	1762				Weldon	
100409	Betsey [?]	Great Britain	St. Kitts, port unspecified	Charleston	3	2	1762				Walden [James?]	
100410	 	Great Britain	St. Kitts, port unspecified	Charleston	2	1	1762				Whitson, John	
100411	 	Great Britain	New York	Charleston	2	1	1762				McLaughlin	
100412	 	Great Britain	Bermuda	Charleston	2	1	1762				Catlin	
100413	 	Great Britain	New York	Charleston	2	1	1762				Smith	
100414	Dispatch	Great Britain	Philadelphia	Charleston	1	1	1762	1	0	0	Kelly	
100415	 	Great Britain	Boston	Charleston	7	6	1762				Robinson	
100416	 	Great Britain	Cape Fear	Charleston	7	6	1762				Waldron	
100417	 	Great Britain	Havana	Charleston	14	13	1762				Woodhouse	
100418	 	Great Britain	Curacao	Charleston	3	2	1762				Harrison	
100419	Benjamin	Great Britain	Antigua, port unspecified	Charleston	4	3	1763				Dickinson, Jeremy	
100420	Rebecca	Great Britain	Havana	Charleston	15	14	1763				Craig, Robert	
100421	Nancy	Great Britain	Barbados, port unspecified	Charleston	12	11	1763				Newbold, Sam	
100422	Sandy Point	Great Britain	St. Kitts, port unspecified	Charleston	5	4	1763				Amory, Benjamin	
100423	Charlotte	Great Britain	Barbados, port unspecified	Charleston	9	8	1763				Blair, John	
100424	Pococke	Great Britain	Havana	Charleston	2	1	1763				Castle, Henry	
100425	 	Great Britain	Havana	Charleston	2	1	1763				Cope	
100426	Liver	Great Britain	Havana	Charleston	2	1	1763				Briggs, William	
100427	Porgy	Great Britain	Antigua, port unspecified	Charleston	54	52	1763				Bassett, Jeremy	
100428	Sally	Great Britain	Antigua, port unspecified	Charleston	2	1	1763				Shaw, William	
100429	Delaware	Great Britain	Philadelphia	Charleston	3	3	1763	0.33333334	0.6666667	0	Creighton, Peter	
100430	Neptune	Great Britain	Mosquito Shore	Charleston	2	1	1763				Russell, Robert	
100431	Porgy	Great Britain	Antigua, port unspecified	Charleston	6	5	1763				Russell, Joseph	
100432	Ranger	Great Britain	Salem	Charleston	7	6	1763				Darby, John	
100433	Bolling	Great Britain	Grenada, port unspecified	Charleston	3	2	1763				McKenzie, James	
100434	William and Elizabeth	Great Britain	Antigua, port unspecified	Charleston	19	18	1764				Young, David	
100435	Sally	Great Britain	St. Kitts, port unspecified	Charleston	7	6	1764			0.33333334	Floyd, William	
100436	Rachel and Mary	Great Britain	Cape Fear	Charleston	2	1	1763				Waldron, Isaac	
100437	Hope	Great Britain	Antigua, port unspecified	Charleston	120	117	1764				Royall, William	
100438	Industry	Great Britain	Antigua, port unspecified	Charleston	18	17	1764				Jones, Edward	
100439	Nancy	Great Britain	Antigua, port unspecified	Charleston	3	2	1764				Armistead, Samuel	
100440	Flora	Great Britain	Jamaica, port unspecified	Charleston	3	2	1763				Pinlarde (a) Pintard, Anthony	
100441	Three Friends	Great Britain	Boston	Charleston	2	1	1763				Gorham, Ebenezer (a) Goram, Prince	
100442	Black Prince	Great Britain	Antigua, port unspecified	Charleston	56	54	1764				Alger, Preserved	
100443	Mary Ann	Great Britain	St. Kitts, port unspecified	Charleston	50	50	1764	0.3	0.3	0	Mitchell, John	
100444	Rebecca	Great Britain	Jamaica, port unspecified	Charleston	10	9	1764				Craig, Robert	
100445	Endeavour	Great Britain	North Carolina, port unspecified	Charleston	4	3	1764				Whitebread, Thomas	
100446	Carolina	Great Britain	St. Kitts, port unspecified	Charleston	9	8	1764				Convers, Clement	
100447	Mary	Great Britain	Providence	Charleston	11	10	1764				Brown, William	
100448	John	Great Britain	St. Kitts, port unspecified	Charleston	10	9	1764				Dickinson, Francis	
100449	Ann	Great Britain	Barbados, port unspecified	Charleston	82	80	1764				Darrell, John	
100450	 	Great Britain	St. Kitts, port unspecified	Charleston	10	9	1764				Todd	
100452	 	Great Britain	Rhode Island, port unspecified	Charleston	15	14	1764				Godfrey	
100453	[Peggy???]	Great Britain	Virginia, port unspecified	Charleston	2	1	1764				Calvert, [John??]	
100454	Charlotte	Great Britain	St. Kitts, port unspecified	Charleston	68	66	1764				Williams, William	
100455	Sukey and Nancy	Great Britain	Antigua, port unspecified	Charleston	31	30	1764				Dickinson, Josiah	
100456	 	Great Britain	Plymouth	Charleston	2	1	1764				Bryson, Andrew	
100457	Fanny	Great Britain	St. Kitts, port unspecified	Charleston	36	35	1764				Sampson, Ralph	
100458	 	Great Britain	Charleston	Georgetown	13	13	1764	0.30769232	0.53846157	0.15384616		
100459	Manchester	Great Britain	St. Kitts, port unspecified	Charleston	15	15	1764	0.4	0.53333336	0.06666667	Livingston, Gilbert	
100460	 	Great Britain	Charleston	Georgetown	9	9	1764	0.44444445	0.5555556	0	Dick, George	
100461	 	Great Britain	Jamaica, port unspecified	Charleston	2	1	1764				Young	
100462	Molly	Great Britain	Barbados, port unspecified	Charleston	20	20	1764				Wooster, John	
100463	Charming Sally	Great Britain	Havana	Charleston	8	7	1764				Evanson, Evan	
100464	Success	Great Britain	Barbados, port unspecified	Charleston	17	16	1764				Cookson, Joseph	
100465	King George	Great Britain	Havana	Charleston	72	70	1764				Erskine, Thomas	
100466	 	Great Britain	Jamaica, port unspecified	Charleston	10	9	1764				Hinson	
100467	 	Great Britain	British Honduras, port unspecified	Charleston	4	3	1764				Chalmers	
100468	Ann	Great Britain	Jamaica, port unspecified	Charleston	9	8	1764				Darrell, John	
100470	 	Great Britain	Jamaica, port unspecified	Charleston	7	6	1764				Blake	
100471	Austin	Great Britain	Barbados, port unspecified	Charleston	4	3	1764				Holme, Matthias	
100472	Friendship	Great Britain	St. Kitts, port unspecified	Charleston	62	60	1764				Amory, John	
100473	 	Great Britain	St. Kitts, port unspecified	Charleston	10	9	1764				Skinner, Samuel	
100474	Susannah & Mary	Great Britain	Antigua, port unspecified	Charleston	3	2	1764				Eve, Francis	
100475	King George	Great Britain	Jamaica, port unspecified	Charleston	5	5	1764				Newbold, Samuel	
100476	 	Great Britain	St. Kitts, port unspecified	Charleston	73	71	1764				Somersall	
100477	Patient-Mary	Great Britain	Barbados, port unspecified	Charleston	8	7	1764				Singleton, William	
100478	 	Great Britain	Jamaica, port unspecified	Charleston	4	3	1764				Crague	
100479	 	Great Britain	Havana	Charleston	5	4	1764				Wilson	
100481	George	Great Britain	Providence	Charleston	44	43	1765				Dorsett, George	
100482	Alice	Great Britain	Tortola, port unspecified	Charleston	18	17	1765				Jackson	
100483	 	Great Britain	Jamaica, port unspecified	Charleston	52	50	1765				Webster	
100484	 	Great Britain	Antigua, port unspecified	Charleston	40	39	1764				Browne	
100485	Diamond	Great Britain	Kingston	Charleston	50	40	1764				Stanton, John	
100486	 	Great Britain	Jamaica, port unspecified	Charleston	10	9	1764				Catlin	
100487	 	Great Britain	St. Kitts, port unspecified	Charleston	5	4	1764				Albuoy	
100488	 	Great Britain	Barbados, port unspecified	Charleston	41	40	1764				Meanley	
100489	Prudence	Great Britain	Montserrat, port unspecified	Charleston	72	70	1765				Farmer, Thomas	
100490	Nancy	Great Britain	Kingston	Charleston	10	9	1765				Patrick, Edward	
100491	 	Great Britain	Jamaica, port unspecified	Charleston	9	8	1764				Patrick	
100493	 	Great Britain	Jamaica, port unspecified	Charleston	29	28	1764				Webster	
100494	Polly	Great Britain	Montserrat, port unspecified	Charleston	39	38	1765				Phillips, William	
100495	Success	Great Britain	Antigua, port unspecified	Beaufort	62	60	1765				Cookson, Joseph	
100496	Charming Sally	Great Britain	St. Kitts, port unspecified	Charleston	9	8	1765			1	Evanson, Evan	
100497	Molly	Great Britain	Barbados, port unspecified	Charleston	49	48	1765				Wooster, John	
100498	 	Great Britain	Jamaica, port unspecified	Charleston	17	16	1765				Evanson	
100499	Jamaica Packet	Great Britain	Antigua, port unspecified	Charleston	102	100	1765				Dickinson	
100500	Elizabeth	Great Britain	Barbados, port unspecified	Charleston	102	100	1765				Campbell	
100501	 	Great Britain	Curacao	Charleston	2	1	1765				Seymour	
100502	 	Great Britain	Havana	Charleston	4	3	1765				Scott, James	
100503	Success	Great Britain	Antigua, port unspecified	Charleston	62	60	1765				Westcott, Wright	
100504	 	Great Britain	Portsmouth (NH)	Charleston	2	1	1765				Mitchell, David	
100506	 	Great Britain	St. Kitts, port unspecified	Charleston	3	2	1765				Newman	
100507	 	Great Britain	Jamaica, port unspecified	Charleston	2	1	1765				Ferguson	
100508	 	Great Britain	Grenada, port unspecified	Charleston	5	4	1765				Campbell	
100509	Adventure	Great Britain	Barbados, port unspecified	Charleston	16	15	1765				Burrows, Jeremiah	
100510	Dolly	Great Britain	Jamaica, port unspecified	Charleston	11	10	1765				Anderson, John	
100511	 	Great Britain	Antigua, port unspecified	Charleston	39	38	1765				Campbell	
100512	 	Great Britain	Jamaica, port unspecified	Charleston	2	1	1765				Newbold	
100513	Fanny	Great Britain	St. Kitts, port unspecified	Charleston	36	35	1765				Sampson, Ralph	
100515	Liberty [?-blank]	Great Britain	Jamaica, port unspecified	Charleston	6	5	1765				Lightburn [Samuel?-blank]	
100516	Ruth	Great Britain	Jamaica, port unspecified	Charleston	20	14	1765				King, Edward	
100517	Dove	Great Britain	Nevis, port unspecified	Charleston	20	19	1765				Boyd, George	
100518	Friendship	Great Britain	Kingston	Charleston	120	73	1765				Robertson, Alexander	
100519	King George	Great Britain	Kingston	Charleston	4	4	1765				Russell, Robert	
100520	Fanny	Great Britain	Kingston	Charleston	3	3	1765				Henderson, Sebastian	
100521	Carolina Society	Great Britain	St. Kitts, port unspecified	Charleston	3	2	1765				Conyers, Clement	
100522	Savage	Great Britain	Jamaica, port unspecified	South Carolina, port unspecified	6	6	1765				Young, John	
100523	Weatherhill	Great Britain	St. Kitts, port unspecified	Charleston	14	13	1765				Martin, David	
100524	Dolphin	Great Britain	Rhode Island, port unspecified	Charleston	19	18	1765				James, Ambrose	
100525	 	Great Britain	St. Kitts, port unspecified	Charleston	2	1	1765				Marshall	
100526	 	Great Britain	Jamaica, port unspecified	Charleston	2	1	1765				Gaul, Edward	
100528	 	Great Britain	Jamaica, port unspecified	Charleston	10	9	1765				Russell	
100529	Live Oak	Great Britain	Rhode Island, port unspecified	Charleston	48	47	1765				Lundberry, Andrew	
